,FAA,name,state,city
7346,55OR,Muddy Creek Airport,OR,Corvallis
7347,8OR7,Gates Airport,OR,Corvallis
7348,OG01,Dunning Vineyards Airport,OR,Corvallis
7349,OR39,Flying Tom Airport,OR,Corvallis
7350,OR52,Venell Airport,OR,Corvallis
7351,OR54,Winn Airport,OR,Corvallis
7352,US-1113,Besch Airport,IA,Corwith
7353,US-7432,Wells Field,IA,Corydon
7354,1II4,Amy Airport,IN,Corydon
7355,TT16,Cosmo Field,TX,Cosmo Field
7356,MN28,Lux Strip,MN,Cosmos
7357,US-1487,Cinder Cone Dry Lake Bed Airstrip,CA,Coso
7358,US-2113,Gills Airstrip,CA,Coso Junction
7359,US-2114,Coso Dry Lake Airstrip,CA,Coso Junction
7360,CD01,Lowe Airstrip,CO,Cotopaxi
7361,59WI,Little Wheel Field,WI,Cottage Grove
7362,87WI,Quale Airport,WI,Cottage Grove
7363,61AR,The Valley Airport,AR,Cotter
7364,US-9026,Henard Airport,AR,Cotton Plant
7365,LA48,Max Airport,LA,Cottonport
7366,CA04,Flying N Ranch Airport,CA,Cottonwood
7367,95ID,Deer Creek Airport,ID,Cottonwood
7368,US-4599,Dymesich Airport,CA,Cottonwood
7369,62KS,Dexter Field,KS,Cottonwood Falls
7370,9K0,Cottonwood Falls Airport,KS,Cottonwood Falls
7371,US-0061,Herradura Lodge Airport,TX,Cotulla
7372,TA58,Rancho Encantado Airport,TX,Cotulla
7373,2XA1,Great Horizon Ranch Airport,TX,Cotulla
7374,46TA,Gould Strip,TX,Cotulla
7375,79TA,Morris Ranch Airport,TX,Cotulla
7376,XA08,Los Cuernos Ranch Airport,TX,Cotulla
7377,US-4469,El Quinto Ranch Airport,TX,Cotulla
7378,PN15,Greeley Airport,PA,Coudersport
7379,WA15,Coulee City Airport,WA,Coulee City
7380,US-5538,Shubert Airport,IL,Coulterville
7381,US-5145,Spring Creek Airport,CA,Coulterville
7382,US-5146,Granite Dell Airport,CA,Coulterville
7383,K29,Council Airport,AK,Council
7384,US-4049,Happy Hollow Ranch Airport,ID,Council
7385,03ID,Flying Y Ranch Airport,ID,Council
7386,ID17,Seven Devils Airport,ID,Council
7387,K63,Council Grove Municipal Airport,KS,Council Grove
7388,US-3228,Counselor Airport,NM,Counselor
7389,WN40,Coupeville Airpark,WA,Coupeville
7390,5TS2,Chan-C Airport,TX,Coupland
7391,8ND7,Sprague Airport,ND,Courtenay
7392,LA51,Stuart Airstrip,LA,Coushatta
7393,OG07,Cove Side Ranch Port Airport,OR,Cove
7394,CT09,Heckler Field,CT,Coventry
7395,NY73,Miller Field,NY,Coventryville
7396,07GA,Alcovy Airport,GA,Covington
7397,GA83,Windy Hill Airport,GA,Covington
7398,9GE7,Neely Farms Airport,GA,Covington
7399,23LA,Warner-Thunder Hill Airport,LA,Covington
7400,LS76,Hickham Field,LA,Covington
7401,US-4436,Fitzsimmons Airport,LA,Covington
7402,8TN9,Bull Run Airport,TN,Covington
7403,9TN7,Baskin Airport,TN,Covington
7404,93OK,Jantzen Airport,OK,Coweta
7405,OL31,Red Baron Ranch Airport,OK,Coweta
7406,US-5060,Moore-Gilmore Airfield,TX,Coyanosa
7407,MO24,Lonesome Sky Airport,MO,Craig
7408,S89,Craigmont Municipal Airport,ID,Craigmont
7409,WV63,Herold Airport,WV,Craigsville
7410,11PN,Eakin Airport,PA,Cranberry
7411,2GE7,Petty Farms Airport,GA,Crandall
7412,37GA,Blue Bird Field,GA,Crandall
7413,55GE,Rostex Airport,GA,Crandall
7414,KY55,Crandon Municipal Airport,WI,Crandon
7415,7OR1,Arnold Airstrip,OR,Crane
7416,CKR,Crane Island Airstrip,WA,Crane Island
7417,TX52,Parrish Airstrip,TX,Cranfills Gap
7418,TX97,Cade Field,TX,Cranfills Gap
7419,US-5559,Wroten Island Airport,MD,Crapo
7420,US-0140,Flying ND Ranch Airport,TX,Crawford
7421,AL51,Flying C's Plantation Airport,AL,Crawford
7422,0AR2,Mission Field-Marotti Memorial Airport,AR,Crawfordsville
7423,US-0142,Ropkey Field,IN,Crawfordsville
7424,41IG,Parker Field,IN,Crawfordsville
7425,K6K3,Creighton Municipal Airport,NE,Creighton
7426,15A,Mark Reynolds/North Mobile County Airport,AL,Creola
7427,US-4767,Kelley Airport,IA,Crescent
7428,FD44,Eagles Nest Aerodrome,FL,Crescent City
7429,16FD,Skinners Wholesale Nursery Airport,FL,Crescent City
7430,2FA5,Thunderbird Air Park,FL,Crescent City
7431,U74,Crescent Valley Airport,NV,Crescent Valley
7432,NV89,Red Owl Ranch Airport,NV,Crescent Valley
7433,48P,Rocky Hill Ultralightport,PA,Cresco
7434,CJJ,Ellen Church Field,IA,Cresco
7435,28FL,Jim Finlay Farm Airport,FL,Cresent City
7436,3XA8,Chicken Strip,TX,Cresson
7437,TE52,Chigger Field,TX,Cresson
7438,1IA4,Wallace Field,IA,Creston
7439,IL93,Hendrickson Flying Service Airport,IL,Creston
7440,US-6976,Wilson Creek Airport,CA,Creston
7441,US-6977,Katacreek Airport,CA,Creston
7442,FD03,The Funny Farm Airport,FL,Crestview
7443,FL81,Triple B Airpark,FL,Crestview
7444,6KY6,Jeffries Farm Airport,KY,Crestwood
7445,OR57,Walker Airport,OR,Creswell
7446,US-7558,Sunny Ridge Landing,KY,Crittenden
7447,VA27,Moorefield's Airstrip,VA,Critz
7448,3D1,Crivitz Municipal Airport,WI,Crivitz
7449,US-0587,Lone Tree Airport,SD,Crocker
7450,US-4375,Double H Airport,TX,Crockett
7451,US-0963,Seven J Stock Farm Airport,TX,Crockett
7452,80TS,M Y Ranch Airport,TX,Crockett
7453,US-8820,Mack's Custom Aviation Airport,AR,Crocketts Bluff
7454,31NE,Grimm Farm Airport,NE,Crofton
7455,PFCR,Donlin Creek Airport,AK,Crooked Creek
7456,80ND,Troy Field,ND,Crosby
7457,9TA3,Rogers Airport,TX,Crosby
7458,1XS1,Dunham Field,TX,Crosby
7459,6SC1,Lesesne Airport,SC,Cross
7460,SC37,Crosswinds-Wilson Private Airport,SC,Cross
7461,16SC,Horseshoe Landing Airport,SC,Cross Anchor
7462,35FA,Rimes Lakecrest Airport,FL,Cross Creek
7463,TX11,Ross Planes Airport,TX,Cross Plains
7464,US-0428,Sanctuary Ranch Airport,TX,Crossroads
7465,4TN2,Buck Creek Ranch Airport,TN,Crossville
7466,1AK2,Crosswind Lake Airport,AK,Crosswind Lake
7467,US-8271,Darrells Landing Airport,MI,Croswell
7468,2XA0,Foard County Airport,TX,Crowell
7469,TT50,Daniel HQ/Pease Valley Airstrip,TX,Crowell
7470,US-7330,Baize Ranch Airport,TX,Crowell
7471,US-0588,K-John Airport,LA,Crowley
7472,US-0961,A J Patrol Airport,LA,Crowley
7473,US-3989,Lewis Airport,LA,Crowley
7474,US-6193,Morgans Flying Service Airport,LA,Crowley
7475,US-6227,Monceaux Airport,LA,Crowley
7476,00LS,Lejeune Airport,LA,Crowley
7477,99LA,Lawson Field,LA,Crowley
7478,LA90,Walsh Airport,LA,Crowley
7479,78OR,Crowley Ranch Airstrip,OR,Crowley
7480,MY95,Swanson Field,MN,Crown
7481,US-1978,Northstar Airport,AZ,Crown King
7482,US-8028,Crown Point Airfield,IN,Crown Point
7483,87VA,Cottonwood Farm Airport,VA,Crozet
7484,US-8816,Egypt Airport,MS,Cruger
7485,US-8817,Leflore Airport,MS,Cruger
7486,3TA8,Picosa Ranch Airport,TX,Crystal City
7487,3TA9,Chacon Creek Ranch Airport,TX,Crystal City
7488,66TX,Loma de Cometa Airport,TX,Crystal City
7489,8TE4,H & F Properties Airport,TX,Crystal City
7490,K20R,Crystal City Municipal Airport,TX,Crystal City
7491,US-3089,Barker Ranch Airport,TX,Crystal City
7492,US-4207,Quatro Ranch Airport,TX,Crystal City
7493,TA34,Flying G Airport,TX,Crystal City
7494,39MI,Huber Airport,MI,Crystal Falls
7495,K50D,Iron County Airport,MI,Crystal Falls
7496,2IA9,South 80 Field,IA,Crystal Lake
7497,1FA1,Post Oak Ranch Airport,FL,Crystal River
7498,6MS2,Wells Farm Airport,MS,Crystal Springs
7499,US-1586,Cuba Airport,NM,Cuba
7500,US-4953,Cube Cove Airport,AK,Cube Cove
7501,NM74,Cubero Airport,NM,Cubero
7502,US-3295,Santa Rosa Peak Airfield,NM,Cubero
7503,13NE,Hock Airport,NE,Culbertson
7504,NE95,Frenchman Airport,NE,Culbertson
7505,7NE8,NE Hitchcock Airport,NE,Culbertson
7506,US-1094,Steppler Field,MT,Culbertson
7507,US-8878,Garden Gulch Airport,ID,Culdesac
7508,VA28,Layne Farm Airstrip,VA,Cullen
7509,9TN5,Askey Field,TN,Culleoka
7510,US-8653,Whatley Airport,TN,Culleoka
7511,PN38,Culmerville Airport,PA,Culmerville
7512,88VA,Belmont Farm Airport,VA,Culpeper
7513,VA30,Berryvale Airport,VA,Culpeper
7514,US-5576,Stevensburg Airport,VA,Culpeper
7515,US-6535,Potato Run Airport,VA,Culpeper
7516,02VA,The Greenhouse Airport,VA,Culpeper
7517,IN54,I & C Field,IN,Culver
7518,1II5,Van De Mark Airport,IN,Culver
7519,37II,Winn Field,IN,Culver
7520,3IN8,Ddt Field,IN,Culver
7521,1W3,Mexico Farms Airport,MD,Cumberland
7522,TA06,Morris Manor Airport,TX,Cumby
7523,20IA,Hobbes Field,IA,Cumming
7524,4GA9,Ebeneezer Airport,GA,Cumming
7525,6GA0,Stoney Point Field,GA,Cumming
7526,74KY,Terry Field,KY,Cunningham
7527,US-0121,Eagle's Nest Airport,WA,Curlew
7528,5OI7,Gruetter Airport,OH,Curtice
7529,K47V,Curtis Municipal Airport,NE,Curtis
7530,0PS4,Old Orchard Airport,PA,Curwensville
7531,OL40,Patti Air Strip,OK,Cushing
7532,US-7765,Sad Valley UAS Strip,MN,Cushing Township
7533,MI19,Thorn Airport,MI,Custer
7534,ME2,Cutler Regional Airport,ME,Cutler
7535,9LL2,Hepp Airport,IL,Cutler
7536,4TE9,Squirrel Creek Ranch Airport,TX,D'Hanis
7537,4TS8,Glasscock Field,TX,D'Hanis
7538,US-6121,Little Comanche Creek Airport,TX,D'Hanis
7539,FD53,Cub Haven Airport,FL,Dade City
7540,US-0790,Field of Dreams Airport,FL,Dade City
7541,3FL1,Two J's Flying Ranch Airport,FL,Dade City
7542,5FL0,Dusty Airpatch Airport,FL,Dade City
7543,KNDY,Dahlgren Naval Surface Warfare Center Airport,VA,Dahlgren
7544,27IS,Gelfius International Airport,IL,Dahlgren
7545,K8F5,Greater Morris County Airport,TX,Daingerfield
7546,NE75,Kristijanto Airstrip,NE,Dakota City
7547,WI43,Atkins Ridge Airport,WI,Daleyville
7548,US-6633,Conlen Airport,TX,Dalhart
7549,US-6634,Larsen Farms Airport,TX,Dalhart
7550,25TS,Miller Airfield,TX,Dalhart
7551,39IA,Husband Field,IA,Dallas Center
7552,PS21,Flying Eagle Airport,PA,Dalmatia
7553,1NE6,Miller Airstrip,NE,Dalton
7554,GA72,Pratermill Flight Park Airport,GA,Dalton
7555,MD01,Wingfield Airport,MD,Dameron
7556,XS21,H & S Airfield,TX,Damon
7557,US-6807,Hammer Restricted Landing Area,IL,Dana
7558,07TA,Salaika Aviation Airport,TX,Danbury
7559,2XA2,Knape Airport,TX,Danbury
7560,77XS,Garrett Ranch Airport,TX,Danbury
7561,NK05,Tom N' Jerry Airport,NY,Danby
7562,NK72,Henion Private Field Airport,NY,Danby
7563,86TN,Dumplin Field,TN,Dandridge
7564,TT48,Wingman Aerodrome,TN,Dandridge
7565,WI65,Dane Airport,WI,Dane
7566,5WN2,Eberle Ranch Airport,WI,Dane
7567,8IS5,Raymond Classen Memorial Airport,IL,Danforth
7568,30GE,Papas Place Airport,GA,Danielsville
7569,4IA4,Mccoy Airport,IA,Danville
7570,IS88,Melody Field,IL,Danville
7571,11IN,JR's Airport,IN,Danville
7572,II35,Lindley Private Airport,IN,Danville
7573,II82,Meadors Field,IN,Danville
7574,7GA4,Danville Airpark,GA,Danville
7575,95VA,Buck Hollar Airport,VA,Danville
7576,US-0686,Treeo Airport,AL,Daphne
7577,54AL,Belforest Field,AL,Daphne
7578,US-8961,Belforest Field,AL,Daphne
7579,MT30,Trapper Creek Strip,MT,Darby
7580,4MT9,Boulanger Field Airport,MT,Darby
7581,05WI,Ames Private Airport,WI,Darien
7582,08GA,Sapelo Island Airport,GA,Darien
7583,GA21,Patterson Island Airport,GA,Darien
7584,US-8624,Vertical Vegetation Management Airport,IN,Darlington
7585,US-7554,Darlington Aviation Airport,WI,Darlington
7586,21SC,Graham Airport,SC,Darlington
7587,K6J7,Branhams Airport,SC,Darlington
7588,12IN,J & S Field,IN,Darmstadt
7589,TX38,Duke Ranch Airport,TX,Darrouzett
7590,US-4694,Panamint Dry Lake Landing Strip,CA,Darwin
7591,US-1948,Darwin Landing Strip,CA,Darwin
7592,US-2119,Minnietta Mine Airport,CA,Darwin
7593,US-4181,Agua Caliente Airport,AZ,Dateland
7594,NY02,Mountain Top Airport,NY,Davenport
7595,34ND,Plath Farms Airport,ND,Davenport
7596,80NE,R & R Farms Airport,NE,Davenport
7597,68NE,Hall-Feld Airport,NE,Davey
7598,NE39,Warbonnet Ag Strip,NE,Davey
7599,K93Y,David City Municipal Airport,NE,David City
7600,14XS,Isbell Ranch Airport,TX,Davilla
7601,69CL,Medlock Field,CA,Davis
7602,US-3995,Tremont Airport,CA,Davis
7603,US-3984,Crowder Flat Airstrip,CA,Davis Creek
7604,12MI,John's Airport,MI,Davison
7605,US-6820,Dawson City Airport,AK,Dawson City
7606,8M7,Tradewater Airport,KY,Dawson Springs
7607,9FD7,Fort Atkinson Plantation Airpark,FL,Day
7608,8OR3,Riverview Ranch Airport,OR,Days Creek
7609,US-4253,Huffman Prairie Flying Field,OH,Dayton
7610,21TE,Seaberg Ranch Airport,TX,Dayton
7611,3TE1,Gum Island Airport,TX,Dayton
7612,4TE6,Jamison Airstrip,TX,Dayton
7613,TA07,Jet Ag Inc Airport,TX,Dayton
7614,TS35,West Liberty Airport,TX,Dayton
7615,US-4098,Three Shotgun Shells Airfield,NV,Dayton
7616,US-4099,Too Short Airstrip,NV,Dayton
7617,US-4100,Hop Skip and Jump / Julian Lane Airstrip,NV,Dayton
7618,US-4109,Too Many Horses Airstrip,NV,Dayton
7619,US-4110,MTB Airstrip,NV,Dayton
7620,US-4252,Short Road Airstrip,NV,Dayton
7621,US-4254,Big Meadow Airstrip,NV,Dayton
7622,MD46,Glenair Airport,MD,Dayton
7623,49OR,Land's Inn Ranch Airport,OR,Dayville
7624,OR13,Wiley Creek Airport,OR,Dayville
7625,ND09,Bryn Airport,ND,Dazey
7626,WS12,Elert Airport,WI,De Forest
7627,US-2075,Moser Ranch Airfield,TX,De Kalb
7628,IL80,Flying Illini Airport,IL,De Land
7629,TS14,Smith Flying Service Airport,TX,De Leon
7630,FD90,Lafayette Landings Airport,FL,De Leon Springs
7631,WS43,Birch Creek Airport,WI,De Pere
7632,9WS2,Antique Aerodrome,WI,De Pere
7633,SD83,Lee Airport,SD,De Smet
7634,4KS2,Ingels Aerodrome,KS,De Soto
7635,IL71,Dury Estates Airport,IL,De Soto
7636,21AR,Skarda / Tollville Airport,AR,De Valls Bluff
7637,US-8750,Sickel Airport,AR,De Valls Bluff
7638,US-8751,Clayton Airport,AR,De Valls Bluff
7639,US-8752,Hutchins Airport,AR,De Valls Bluff
7640,US-8754,Strohl Airport,AR,De Valls Bluff
7641,US-8755,Vincent Airport,AR,De Valls Bluff
7642,5M1,De Witt Municipal Airport Whitcomb Field,AR,De Witt
7643,MI10,Hoerners Corners Airport,MI,De Witt
7644,AA50,Point Thomson Sea Ice Airstrip,AK,Deadhorse
7645,PAAD,Point Thomson Airstrip,AK,Deadhorse
7646,4AK1,Inigok Airport,AK,Deadhorse
7647,MD22,Deale Airport,MD,Deale
7648,K43B,Deblois Flight Strip,ME,Deblois
7649,13IN,Gage Airport,IN,Decatur
7650,II85,Blomenberg Airport,IN,Decatur
7651,TS57,Red Ace Ranch Airport,TX,Decatur
7652,TX64,Lazy 9 Ranch Airport,TX,Decatur
7653,XA34,Allison Farm Airport,TX,Decatur
7654,XA98,Jbj Ranch Airport,TX,Decatur
7655,XA99,Flat Bush Airport,TX,Decatur
7656,5TS4,Mc Entire Airport,TX,Decatur
7657,76T,Bishop Airport,TX,Decatur
7658,09TA,Lazy G Bar Ranch Airport,TX,Decatur
7659,US-3043,Triple-Ace Field,TX,Decatur
7660,US-6831,Flack Field,TX,Decatur
7661,67TT,Fleck Airport,TX,Decatur
7662,K5M5,Crystal Lake Airport,AR,Decatur
7663,WA18,Decatur /Jones/ Airport,WA,Decatur Island
7664,US-8637,Lacy Airport,TN,Decaturville
7665,0IN1,Snider Field,IN,Decker
7666,9IN4,Bandmill Field,IN,Decker
7667,56G,Indian Creek Ranch Airport,MI,Deckerville
7668,US-5710,Yale Road Airport,ID,Declo
7669,US-5711,Heglar Creek Airport,ID,Declo
7670,MT93,Larner Field,MT,Deer Lodge
7671,WA52,Deer Flat Airport,WA,Deer Park
7672,WT21,Radial Flyer Airport,WA,Deer Park
7673,CD13,Morris Airport,CO,Deer Trail
7674,CO18,Chaparral Airport,CO,Deer Trail
7675,51NH,Blue Puffin Farm Heliport,NH,Deerfield
7676,81ND,Millers Airstrip,ND,Deering
7677,NV04,Marys River Ranch Airport,NV,Deeth
7678,US-3720,Wright Field,FL,Defuniak Springs
7679,0FD5,Breezy Knoll Airport,FL,Defuniak Springs
7680,0FD9,Joy Farms Airport,FL,Defuniak Springs
7681,69FD,Unicorn Place Airport,FL,Defuniak Springs
7682,MS70,McLain-Calico Airport,MS,DeKalb
7683,0IL8,Walter Airport,IL,DeKalb
7684,0IL9,Jack W Watson Airport,IL,DeKalb
7685,IS80,Uncle Chuck's Airport,IL,DeKalb
7686,US-4025,La Garita Creek Ranch Airport,CO,Del Norte
7687,US-0731,Pom Wonderful Airstrip,CA,Del Rey
7688,US-2482,Doak Ranch Airport,TX,Del Rio
7689,US-2487,Virgil Cauthorn Ranch Airport,TX,Del Rio
7690,US-2488,Robert Cauthorn Ranch Airport,TX,Del Rio
7691,US-4198,Taylor Ranch Airport,TX,Del Rio
7692,US-4202,McKenna Ranch Airport,TX,Del Rio
7693,54XS,Bar C Ranch Airport,TX,Del Rio
7694,US-4510,Castle Canyon Airport,TX,Del Rio
7695,TA81,Morning Star Ranch Airport,TX,Del Rio
7696,TS04,Rio Vista Ranch Airport,TX,Del Rio
7697,8TS8,RNK Ranch Airport,TX,Del Rio
7698,US-0389,Indianhead Ranch Airport,TX,Del Rio
7699,23TS,Bertani Ranch Airport,TX,Del Rio
7700,4TE2,Lewis Private Airport,TX,Del Rio
7701,US-5932,Wee Satch Ranch Airport,TX,Del Rio
7702,US-6143,Satan Canyon Airport,TX,Del Rio
7703,US-6144,Turkey Creek Ranch Airport,TX,Del Rio
7704,US-6235,Juana Ranch Airport,TX,Del Rio
7705,US-6236,White Ranch Airport,TX,Del Rio
7706,TA55,Del Valle Airport,TX,Del Valle
7707,85FA,North Exuma Airport,FL,DeLand
7708,FD86,Deep Woods Ranch Airport,FL,Deland
7709,FL62,Bradshaw Tree Farm Airport,FL,Deland
7710,MN19,Brandt Airport,MN,Delano
7711,6NY4,West Township Airport,NY,Delanson
7712,N25,Blue Heron Airport,NY,Delanson
7713,N65,Apex Airport,NY,Delanson
7714,NY77,Wandervogel Gliderport,NY,Delanson
7715,US-7884,Kin-Co Delaplaine Airport,AR,Delaplaine
7716,US-1142,Bountiful Acres Airport,WI,Delavan
7717,63OI,Bowman Field,OH,Delaware
7718,7OH3,Obi One Airport,OH,Delaware
7719,OI49,Flying Acres Airport,OH,Delaware
7720,63LA,Leonards Airfield & Indust Park Airport,LA,Delcambre
7721,71CL,Gunnersfield Ranch Airport,CA,Delevan
7722,K0M9,Delhi Municipal Airport,LA,Delhi
7723,US-0498,Oligrow Airport,LA,Delhi
7724,0CN1,Fiorini Ranch Airport,CA,Delhi
7725,K2E5,Dell City Municipal Airport,TX,Dell City
7726,9SD9,Weelborg Airport,SD,Dell Rapids
7727,SD46,Jensen Airport,SD,Dell Rapids
7728,4NY4,Cross' Farm Airport,NY,Delmar
7729,4II0,De Ford Airport,IN,Delphi
7730,3OH6,Youngpeter Airport,OH,Delphos
7731,FD08,Antiquers Aerodrome,FL,Delray Beach
7732,CO89,Barber Field,CO,Delta
7733,US-6900,Dry Creek Airport,AK,Delta Junction
7734,US-7039,Tumey Airport,AK,Delta Junction
7735,US-7040,Delta Junction Lodge Airport,AK,Delta Junction
7736,NM08,Solo Ranch Airport,NM,Deming
7737,NM26,Luna Landing Airport,NM,Deming
7738,US-4849,One Particular Harbour Ultralight Flightpark,NM,Deming
7739,US-7577,Epic Paramotor Airport,NM,Deming
7740,US-7728,Head Hunter Airport,NM,Deming
7741,9XS4,Mc Keon Aviation Airport,TX,Denison
7742,US-4233,Harrison Field,TX,Denison
7743,OA14,Roxford Airport,OH,Dennison
7744,TE81,Smither Field,TX,Denton
7745,2TS0,Myska Field,TX,Denton
7746,4TA1,Warschun Ranch Airport,TX,Denton
7747,6MD1,Dileo Field,MD,Denton
7748,9MD9,G W Farm Airport,MD,Denton
7749,NE40,Denton Airfield,NE,Denton
7750,5U0,Denton Airport,MT,Denton
7751,6NC1,Little Mountain Airport,NC,Denver
7752,1TA5,Two Leggs Airport,TX,Denver City
7753,2OH8,Port-O-John Airport,OH,Derby
7754,44KS,Vankirk Airport,KS,Derby
7755,SN40,Olson Aerodrome,KS,Derby
7756,US-6171,Maddox Airport,AR,Dermott
7757,US-6172,French Airport,AR,Dermott
7758,US-9259,Eagle Ag Airport,AR,Des Arc
7759,1AR2,Taylor Airstrip,AR,Des Arc
7760,72CL,Iron Mountain Pumping Plant Airport,CA,Desert Center
7761,US-1332,Eagle Mountain Metropolitan Water District Airstrip,CA,Desert Center
7762,K6E5,Wilder Airport,SD,Desmet
7763,US-12672,Prime Harvest Farms Airport,TX,Detroit
7764,US-7528,Coles Island Airport,LA,Deville
7765,XS86,T-Ranch Airport,TX,Devine
7766,MT02,Hellinger Airport,MT,Devon
7767,US-4828,Flintstone Airport,AZ,Dewey
7768,49AR,Sid's Place Airport,AR,DeWitt
7769,US-6264,Wil-Co Flying Services Airport,AR,DeWitt
7770,US-7634,One Horse Store Airport,AR,DeWitt
7771,92MI,Zischke Airport,MI,Dewitt
7772,7MY9,Petes Airport,MN,Dexter
7773,2E8,Cackleberry Airport,MI,Dexter
7774,US-6590,Lee Aviation Airport,NM,Dexter
7775,82OR,Lost Creek Airport,OR,Dexter
7776,OR08,Barton Lake Ranch Airport,OR,Diamond
7777,US-4334,Shepherd Airport,MO,Diamond
7778,US-8978,Cedar Crest Airstrip,AR,Diamond City
7779,US-0456,Kadrmas Airport,ND,Dickinson
7780,7ND1,Wolberg's Private Airport,ND,Dickinson
7781,US-3812,Dietrich Airport,ID,Dietrich
7782,K65,Dighton Airport,KS,Dighton
7783,4IA9,Triple J Airport,IA,Dike
7784,5TS5,Mc Donald Ranch Airport,TX,Dilley
7785,K24R,Dilley Airpark,TX,Dilley
7786,AK21,Nushagak Airport,AK,Dillingham
7787,US-6472,Shannon Lake Airport,AK,Dillingham
7788,US-6017,Argenta Airport,MT,Dillon
7789,KDLC,Dillon County Airport,SC,Dillon
7790,SC89,Price Airport,SC,Dillon
7791,17IN,Pruss Airport,IN,Dillsboro
7792,2PS3,Mathna Airport,PA,Dillsburg
7793,US-12666,Goff Ranch Airport,TX,Dime Box
7794,7TS8,Ott Farms Airport,TX,Dimmitt
7795,KT55,Dimmitt Municipal Airport,TX,Dimmitt
7796,US-5473,Dittemore Field,KS,Dittemore Field
7797,3S2,Swans Field,ME,Dixfield
7798,LA52,T & M Ag Aviation Airport,LA,Dixie
7799,US-3412,James Ranch Airstrip,ID,Dixie
7800,US-4039,Badley Ranch Airport,ID,Dixie
7801,US-4041,Copenhaver Ranch Airport,ID,Dixie
7802,28ID,D Bar C Airport,ID,Dixie
7803,US-8409,Wodohodsky Ranch LLC Airport,MO,Dixon
7804,3WN1,Digger Doug Airport,WI,Dodgeville
7805,US-6429,Red Lake Landing Field,AZ,Dolan Springs
7806,US-0820,Aileron Orchards Airport,AZ,Dolan Springs
7807,SD13,Hofer Private Airport,SD,Doland
7808,67OR,Mc Gee Airport,OR,Donald
7809,6IL5,Keil Airport,IL,Dongola
7810,X33,Doniphan Municipal Airport,MO,Doniphan
7811,US-8264,Rancho Rio Airport,MO,Doniphan
7812,ID96,Bear Air Airport,ID,Donnelly
7813,44ID,Boulder Creek Airstrip,ID,Donnelly
7814,US-5907,Elk Ridge Airport,ID,Donnelly
7815,1IL8,Loy Airport,IL,Donovan
7816,83WI,Jones Airport,WI,Dorchester
7817,XA65,TXAeroSport Aerodrome,TX,Dorchester
7818,US-1280,Mahoney Farm Airport,KS,Dorrance
7819,US-8425,Hayland Airport,KS,Dorrance
7820,8OH8,Allen Airport,OH,Dorset
7821,PN01,Cedar Run Airport,PA,Dorseyville
7822,28CA,Dos Palos Airport,CA,Dos Palos
7823,US-5776,Merced County Mosquito Abatement District Airport,CA,Dos Palos
7824,US-5670,Fitzgerald Field,TX,Double Bayou
7825,K3M2,Double Springs/Winston County Airport,AL,Double Springs
7826,AZ17,Circle H Ranch Airport,AZ,Douglas
7827,WY27,Wagonhound Airport,WY,Douglas
7828,WY66,Chamberlain Brothers Ranch Airport,WY,Douglas
7829,44WY,Underwood Airport,WY,Douglas
7830,84WY,Moore Ranch Airport,WY,Douglas
7831,US-8493,Bohlander Ranch Airport,WY,Douglas
7832,US-8494,Salt Creek Ranch Airport,WY,Douglas
7833,US-8496,Ross Airport,WY,Douglas
7834,WY01,Dilts Ranch Airport,WY,Douglas
7835,WY07,Hardy Ranch Airport,WY,Douglas
7836,US-8556,Souther Crop Spraying Airport,GA,Douglas
7837,0KS9,Lmn 120 Airport,KS,Douglas
7838,60KS,Alley Field,KS,Douglass
7839,SN52,Pilot Pointe Estates Airport,KS,Douglass
7840,70KS,Bannon Field,KS,Douglass
7841,0GE0,Pinewood Airport,GA,Douglasville
7842,25GA,Miller Farm Airport,GA,Douglasville
7843,4GA6,Chattahoochee Air Park,GA,Douglasville
7844,8V6,Dove Creek Airport,CO,Dove Creek
7845,US-0627,Haymaker Private Airport,OK,Dover
7846,66NC,Hood Field,NC,Dover
7847,8TN7,Short Creek Airport,TN,Dover
7848,44B,Charles A. Chase Jr. Memorial Field,ME,Dover-Foxcroft
7849,01IS,William E. Koenig Airport,IL,Dow
7850,2TN8,Soggy Bottom Airport,TN,Dowelltown
